cik,ticker,label,subset,Fiscal Period,Cost of Goods Sold,Depreciation Depletion Amortization,EBIT,EBITDA,Gross Profit,Long-Term Debt,Market Cap,Net Income,Retained Earnings,Revenue,Total Assets,Total Current Assets,Total Current Liabilities,Total Inventories,Total Liabilities,Total Operating Expense,Total Receivables
1098277,WBSN,False,train,Dec 2008,51.0,51.0,3.0,54.0,263.0,91.0,758.0,-11.0,28.0,314.0,702.0,225.0,306.0,1.0,539.0,260.0,94.0
1098277,WBSN,False,train,Dec 2009,51.0,51.0,3.0,54.0,263.0,91.0,758.0,-11.0,28.0,314.0,702.0,225.0,306.0,1.0,539.0,260.0,94.0
1098277,WBSN,False,train,Dec 2010,53.0,38.0,31.0,69.0,280.0,67.0,830.0,19.0,41.0,333.0,662.0,213.0,301.0,1.0,530.0,249.0,82.0
1098277,WBSN,False,train,Dec 2011,60.0,26.0,44.0,71.0,305.0,73.0,713.0,31.0,72.0,364.0,634.0,201.0,302.0,1.0,535.0,260.0,81.0
1098277,WBSN,False,train,Dec 2012,59.0,20.0,42.0,62.0,302.0,68.0,549.0,18.0,91.0,361.0,624.0,200.0,290.0,1.0,530.0,261.0,93.0
1528849,RH,False,train,Jan 2017,1455.0,57.0,53.0,110.0,680.0,568.0,1103.0,5.0,150.0,2135.0,2193.0,1138.0,416.0,752.0,1273.0,627.0,47.0
1528849,RH,False,train,Jan 2018,1601.0,83.0,74.0,158.0,839.0,905.0,2022.0,-3.0,152.0,2440.0,1733.0,645.0,519.0,527.0,1740.0,722.0,31.0
1528849,RH,False,train,Jan 2019,1520.0,91.0,229.0,320.0,986.0,597.0,2782.0,136.0,-393.0,2506.0,2423.0,704.0,993.0,532.0,2462.0,724.0,95.0
1528849,RH,False,train,Jan 2020,1552.0,101.0,356.0,457.0,1095.0,581.0,4016.0,220.0,-409.0,2647.0,2446.0,597.0,983.0,439.0,2427.0,732.0,49.0
1528849,RH,False,train,Jan 2021,1523.0,100.0,445.0,545.0,1326.0,579.0,9980.0,272.0,-137.0,2849.0,2898.0,801.0,922.0,544.0,2451.0,859.0,79.0
205700,NEB,False,test,Jun 1999,174.0,26.0,54.0,80.0,312.0,134.0,439.8,29.0,105.0,485.0,324.0,108.0,52.0,25.0,198.0,258.0,55.0
205700,NEB,False,test,Jun 2000,174.0,26.0,54.0,80.0,312.0,134.0,439.8,29.0,105.0,485.0,324.0,108.0,52.0,25.0,198.0,258.0,55.0
205700,NEB,False,test,Jun 2001,255.0,29.0,44.0,73.0,331.0,179.0,439.8,19.0,114.0,586.0,378.0,138.0,69.0,43.0,264.0,287.0,60.0
205700,NEB,False,test,Jun 2002,242.0,27.0,54.0,81.0,316.0,148.0,439.8,22.0,126.0,558.0,369.0,123.0,66.0,34.0,232.0,261.0,56.0
205700,NEB,False,test,Jun 2003,234.0,27.0,47.0,74.0,317.0,157.0,439.8,20.0,136.0,551.0,418.0,148.0,89.0,40.0,267.0,278.0,71.0
351145,INGR,False,train,Dec 2001,267.0,25.0,469.0,495.0,234.0,1.0,1523.0,378.0,586.0,501.0,836.0,717.0,197.0,19.0,214.0,226.0,152.0
351145,INGR,False,train,Dec 2002,267.0,25.0,469.0,495.0,234.0,1.0,1523.0,378.0,586.0,501.0,836.0,717.0,197.0,19.0,214.0,226.0,152.0
351145,INGR,False,train,Dec 2003,274.0,26.0,15.0,40.0,253.0,1.0,1523.0,23.0,609.0,527.0,572.0,470.0,179.0,15.0,193.0,239.0,151.0
351145,INGR,False,train,Dec 2004,275.0,29.0,34.0,63.0,276.0,1.0,1523.0,159.0,767.0,551.0,651.0,554.0,185.0,22.0,201.0,242.0,206.0
351145,INGR,False,train,Dec 2005,285.0,29.0,32.0,61.0,292.0,0.0,1523.0,114.0,882.0,577.0,621.0,529.0,194.0,23.0,202.0,260.0,164.0
817720,SYNA,False,train,Jun 2017,1195.0,93.0,67.0,160.0,524.0,202.0,1791.0,49.0,714.0,1718.0,1267.0,792.0,310.0,131.0,527.0,442.0,255.0
817720,SYNA,False,train,Jun 2018,1150.0,123.0,-60.0,63.0,480.0,451.0,1776.0,-124.0,606.0,1630.0,1500.0,740.0,284.0,131.0,771.0,530.0,289.0
817720,SYNA,False,train,Jun 2019,975.0,110.0,0.0,110.0,497.0,468.0,972.0,-23.0,584.0,1472.0,1410.0,731.0,254.0,159.0,753.0,486.0,230.0
817720,SYNA,False,train,Jun 2020,791.0,78.0,182.0,260.0,543.0,587.0,2051.0,119.0,701.0,1334.0,1694.0,1078.0,244.0,102.0,875.0,441.0,195.0
817720,SYNA,False,train,Jun 2021,728.0,140.0,150.0,290.0,611.0,394.0,5497.0,80.0,781.0,1340.0,2227.0,1180.0,787.0,82.0,1260.0,491.0,228.0
1252849,CXP,False,train,Dec 2016,175.1,161.1,152.3,317.7,298.5,1414.4,2639.2,84.3,-2036.5,473.5,4299.8,357.9,229.2,1.0,1797.0,199.2,72.0
1252849,CXP,False,train,Dec 2017,90.8,112.3,236.3,349.1,198.2,1664.9,2749.2,176.0,-1957.2,289.0,4511.5,131.6,167.4,1.0,1979.6,149.2,94.4
1252849,CXP,False,train,Dec 2018,92.8,111.2,66.0,180.4,205.2,841.8,2258.1,9.5,-1684.1,297.9,4174.0,130.8,570.0,1.0,1433.0,147.3,90.4
1252849,CXP,False,train,Dec 2019,97.5,101.8,52.3,158.5,191.4,1143.2,2410.5,9.2,-1769.2,288.8,4244.9,137.5,449.1,1.0,1616.3,139.0,79.8
1252849,CXP,False,train,Dec 2020,119.0,92.4,153.0,252.1,181.6,1144.6,1641.3,115.7,-1749.8,300.6,4086.5,180.8,241.7,1.0,1402.9,143.0,76.6
736772,CCNE,False,train,Dec 2016,1584.0,4.5,372.0,437.0,921.0,306.0,386.9,20.5,134.3,97.1,2573.8,860.0,522.0,329.0,2362.0,566.0,23.3
736772,CCNE,False,train,Dec 2017,1584.0,5.2,372.0,437.0,921.0,306.0,400.5,23.9,148.3,110.3,2768.8,860.0,522.0,329.0,2524.9,566.0,20.4
736772,CCNE,False,train,Dec 2018,1584.0,4.8,372.0,437.0,921.0,306.0,349.0,33.7,171.8,122.8,3221.5,860.0,522.0,329.0,2958.7,566.0,24.3
736772,CCNE,False,train,Dec 2019,1584.0,6.0,372.0,437.0,921.0,306.0,498.3,40.1,201.5,139.3,3763.7,860.0,522.0,329.0,3458.7,566.0,24.9
736772,CCNE,False,train,Dec 2020,1584.0,6.1,372.0,437.0,921.0,306.0,358.4,32.7,218.7,159.6,4729.4,860.0,522.0,329.0,4313.3,566.0,37.4
1061219,EPD,False,train,Dec 2016,19644.0,1552.0,3559.0,5111.0,3379.0,21121.0,57260.0,2513.0,226.0,23022.0,52194.0,6528.0,8251.0,1771.0,29928.0,160.0,3331.0
1061219,EPD,False,train,Dec 2017,25558.0,1644.0,3866.0,5510.0,3684.0,21714.0,57290.0,2799.0,226.0,29242.0,54418.0,6506.0,9295.0,1610.0,31646.0,181.0,4360.0
1061219,EPD,False,train,Dec 2018,31397.0,1792.0,5396.0,7187.0,5137.0,24678.0,53726.0,4172.0,226.0,36534.0,56970.0,6061.0,7168.0,1522.0,32678.0,208.0,3663.0
1061219,EPD,False,train,Dec 2019,27062.0,1745.0,5976.0,7720.0,5727.0,25643.0,61649.0,4591.0,226.0,32789.0,61733.0,7863.0,9130.0,2091.0,35906.0,212.0,4876.0
1061219,EPD,False,train,Dec 2020,22371.0,1840.0,5049.0,6889.0,4829.0,28541.0,42751.0,3776.0,226.0,27200.0,64107.0,9909.0,8988.0,3304.0,38729.0,220.0,4808.0
1089613,EPNY,False,test,Dec 2000,55.0,2504.0,-2624.0,-120.0,70.0,50.0,2297.0,-2609.0,-3414.0,126.0,466.0,342.0,51.0,96.0,74.0,2695.0,14.0
1089613,EPNY,False,test,Dec 2001,55.0,2504.0,-2624.0,-120.0,70.0,50.0,2297.0,-2609.0,-3414.0,126.0,466.0,342.0,51.0,96.0,74.0,2695.0,14.0
1089613,EPNY,False,test,Dec 2002,43.0,11.0,-78.0,-67.0,41.0,50.0,2297.0,-72.0,-3485.0,84.0,403.0,178.0,49.0,96.0,74.0,119.0,7.0
1089613,EPNY,False,test,Dec 2003,35.0,12.0,-29.0,-17.0,61.0,50.0,2297.0,-24.0,-3510.0,96.0,377.0,175.0,44.0,96.0,65.0,90.0,11.0
1089613,EPNY,False,test,Dec 2004,24.0,5.0,-18.0,-14.0,55.0,50.0,2297.0,-14.0,-3524.0,79.0,354.0,166.0,34.0,96.0,50.0,73.0,12.0
36506,MFNC,False,train,Dec 2016,693.0,1.92,180.0,244.0,255.0,42.0,84.37,4.48,17.21,36.15,983.52,198.0,159.0,35.0,904.91,79.0,815.0
36506,MFNC,False,train,Dec 2017,693.0,2.43,180.0,244.0,255.0,42.0,100.09,5.48,19.71,40.64,985.37,198.0,159.0,35.0,903.97,79.0,815.0
36506,MFNC,False,train,Dec 2018,693.0,2.61,180.0,244.0,255.0,42.0,146.23,8.37,23.47,50.23,1318.04,198.0,159.0,35.0,1165.97,79.0,815.0
36506,MFNC,False,train,Dec 2019,693.0,2.88,180.0,244.0,255.0,42.0,187.67,13.85,31.74,58.31,1320.07,198.0,159.0,35.0,1158.15,79.0,815.0
36506,MFNC,False,train,Dec 2020,693.0,2.9,180.0,244.0,255.0,42.0,133.99,13.47,39.32,63.04,1501.73,198.0,159.0,35.0,1333.87,79.0,815.0
944148,CBZ,False,train,Dec 2016,698.0,22.0,74.0,96.0,102.0,192.0,740.0,40.0,295.0,800.0,1119.0,442.0,339.0,28.0,639.0,36.0,175.0
944148,CBZ,False,train,Dec 2017,756.0,23.0,81.0,104.0,100.0,178.0,843.0,50.0,345.0,855.0,1176.0,448.0,334.0,28.0,645.0,33.0,188.0
944148,CBZ,False,train,Dec 2018,790.0,24.0,86.0,110.0,132.0,134.0,1085.0,62.0,409.0,922.0,1183.0,424.0,321.0,28.0,589.0,39.0,207.0
944148,CBZ,False,train,Dec 2019,823.0,22.0,99.0,121.0,125.0,104.0,1494.0,71.0,480.0,948.0,1401.0,456.0,366.0,28.0,742.0,44.0,222.0
944148,CBZ,False,train,Dec 2020,825.0,23.0,108.0,132.0,139.0,107.0,1440.0,78.0,558.0,964.0,1514.0,436.0,378.0,28.0,811.0,46.0,216.0
1455684,TPIC,False,train,Dec 2016,682.0,13.0,48.0,61.0,87.0,90.0,541.0,27.0,-183.0,769.0,437.0,325.0,237.0,105.0,331.0,34.0,73.0
1455684,TPIC,False,train,Dec 2017,845.0,22.0,67.0,89.0,110.0,86.0,696.0,39.0,-80.0,955.0,546.0,411.0,236.0,4.0,325.0,40.0,239.0
1455684,TPIC,False,train,Dec 2018,957.0,26.0,13.0,39.0,73.0,111.0,852.0,5.0,-75.0,1030.0,605.0,414.0,270.0,6.0,384.0,44.0,305.0
1455684,TPIC,False,train,Dec 2019,1359.0,39.0,15.0,54.0,78.0,128.0,651.0,-16.0,-91.0,1437.0,827.0,468.0,374.0,7.0,622.0,40.0,373.0
1455684,TPIC,False,train,Dec 2020,1159.0,50.0,-68.0,-18.0,-16.0,184.0,1930.0,-19.0,-110.0,1143.0,956.0,548.0,406.0,11.0,755.0,33.0,369.0
225263,NEWP,False,train,Dec 2011,305.3,24.0,61.1,85.1,239.7,178.0,512.2,79.7,-59.8,545.1,764.1,331.3,152.7,113.0,389.8,185.9,99.8
225263,NEWP,False,train,Dec 2012,334.8,39.6,-76.3,-36.7,260.6,150.8,516.5,-89.4,-149.2,595.3,621.0,337.7,127.8,108.7,328.8,342.7,89.4
225263,NEWP,False,train,Dec 2013,322.3,30.5,27.9,58.4,237.7,83.6,711.9,15.6,-133.6,560.1,565.2,301.2,102.9,103.4,235.4,206.4,96.4
225263,NEWP,False,train,Dec 2014,334.4,28.1,50.0,78.2,270.8,71.0,756.8,35.1,-98.5,605.1,579.9,293.3,101.6,112.4,223.2,219.0,96.5
225263,NEWP,False,train,Dec 2015,340.2,28.4,45.4,73.7,262.5,74.2,613.0,31.1,-67.4,602.7,576.6,280.0,97.6,113.5,209.1,215.1,107.2
1362468,ALGT,False,test,Dec 2016,891.0,105.0,377.0,482.0,488.0,722.0,2768.0,221.0,753.0,1379.0,1672.0,422.0,393.0,17.0,1198.0,116.0,41.0
1362468,ALGT,False,test,Dec 2017,1096.0,122.0,238.0,360.0,415.0,950.0,2486.0,198.0,908.0,1511.0,2180.0,541.0,544.0,18.0,1627.0,150.0,71.0
1362468,ALGT,False,test,Dec 2018,1250.0,129.0,253.0,382.0,417.0,1119.0,1622.0,162.0,1025.0,1667.0,2499.0,495.0,514.0,20.0,1808.0,174.0,36.0
1362468,ALGT,False,test,Dec 2019,1297.0,156.0,378.0,534.0,544.0,1249.0,2837.0,232.0,1211.0,1841.0,3011.0,562.0,613.0,28.0,2127.0,180.0,26.0
1362468,ALGT,False,test,Dec 2020,994.0,176.0,-303.0,-127.0,-4.0,1442.0,3105.0,-184.0,1016.0,990.0,3259.0,944.0,689.0,24.0,2560.0,-30.0,192.0
1679268,TUSK,False,train,Dec 2016,173.0,72.3,-34.5,37.8,57.6,99.9,570.0,-92.5,-56.3,230.6,502.4,88.9,29.2,6.1,79.6,90.4,48.8
1679268,TUSK,False,train,Dec 2017,482.6,92.1,66.1,158.2,208.9,99.9,875.3,59.0,2.0,691.5,867.2,314.4,220.0,17.8,359.4,142.0,277.5
1679268,TUSK,False,train,Dec 2018,1093.8,119.9,392.4,512.3,596.3,80.0,806.9,236.0,226.8,1690.1,1073.1,449.6,233.8,21.3,319.0,193.0,348.6
1679268,TUSK,False,train,Dec 2019,543.8,117.0,-86.2,30.9,81.2,80.0,99.2,-79.0,136.5,625.0,952.4,407.0,130.4,17.5,283.6,168.6,370.6
1679268,TUSK,False,train,Dec 2020,232.0,95.3,-114.4,-19.1,81.1,81.3,203.7,-107.6,28.9,313.1,824.6,464.7,128.6,12.0,261.2,162.5,421.6
874866,CRVL,False,test,Mar 2017,413.9,20.9,47.5,68.5,104.8,39.0,823.8,29.5,422.8,518.7,235.4,128.9,90.1,1002.0,96.7,57.2,67.8
874866,CRVL,False,test,Mar 2018,451.1,21.8,47.9,69.7,107.3,39.0,956.0,35.7,458.5,558.4,274.0,163.3,98.0,1002.0,102.8,59.4,72.0
874866,CRVL,False,test,Mar 2019,470.9,23.0,61.5,84.5,124.8,39.0,1210.7,46.7,505.2,595.7,318.0,215.5,116.9,1002.0,123.2,63.3,78.5
874866,CRVL,False,test,Mar 2020,466.3,22.5,60.7,83.2,125.9,39.0,979.5,47.4,552.5,592.2,416.3,209.0,133.7,1002.0,226.5,65.2,76.8
874866,CRVL,False,test,Mar 2021,429.0,23.4,59.2,82.6,123.6,39.0,1833.9,46.4,598.9,552.6,424.8,268.9,162.5,1002.0,204.4,64.4,72.7
1000228,HSIC,False,train,Dec 2016,8345.0,170.0,788.0,958.0,3226.0,715.0,9443.0,507.0,2982.0,11572.0,6760.0,3343.0,2321.0,1666.0,3352.0,2409.0,1254.0
1000228,HSIC,False,train,Dec 2017,6137.0,134.0,681.0,815.0,2747.0,908.0,8419.0,406.0,2940.0,8883.0,7864.0,4086.0,2829.0,1934.0,4207.0,2072.0,1523.0
1000228,HSIC,False,train,Dec 2018,6507.0,144.0,613.0,756.0,2911.0,980.0,9319.0,536.0,3209.0,9418.0,8501.0,4175.0,3219.0,1416.0,4647.0,2217.0,1169.0
1000228,HSIC,False,train,Dec 2019,6895.0,185.0,731.0,916.0,3091.0,623.0,9565.0,695.0,3116.0,9986.0,7151.0,3227.0,2038.0,1429.0,3234.0,2358.0,1246.0
1000228,HSIC,False,train,Dec 2020,7305.0,186.0,541.0,727.0,2814.0,516.0,9525.0,404.0,3455.0,10119.0,7773.0,3791.0,2283.0,1512.0,3460.0,2247.0,1425.0
1732845,WRK,False,train,Sep 2017,12142.0,1112.0,1080.0,2192.0,2718.0,5946.0,14438.0,708.0,172.0,14860.0,25089.0,4491.0,3010.0,1797.0,14698.0,1687.0,1887.0
1732845,WRK,False,train,Sep 2018,12923.0,1252.0,1329.0,2581.0,3362.0,5675.0,13547.0,1906.0,1573.0,16285.0,25361.0,4785.0,3333.0,1830.0,13874.0,2027.0,2011.0
1732845,WRK,False,train,Sep 2019,14540.0,1511.0,1634.0,3145.0,3749.0,9502.0,9397.0,863.0,1997.0,18289.0,30157.0,4974.0,3435.0,2108.0,18471.0,2115.0,2193.0
1732845,WRK,False,train,Sep 2020,14382.0,1487.0,-57.0,1430.0,3197.0,9208.0,9046.0,-691.0,1032.0,17579.0,28780.0,4945.0,2929.0,2023.0,18131.0,2025.0,2143.0
1732845,WRK,False,train,Sep 2021,15321.0,1460.0,1505.0,2965.0,3425.0,8025.0,13205.0,838.0,1608.0,18746.0,29254.0,5660.0,3644.0,2173.0,17563.0,1979.0,2587.0
1428439,ROKU,False,train,Dec 2016,278.0,5.0,-43.0,-38.0,121.0,95.0,5134.0,-43.0,-220.0,399.0,179.0,165.0,117.0,44.0,373.0,164.0,79.0
1428439,ROKU,False,train,Dec 2017,313.0,5.0,-62.0,-56.0,200.0,95.0,5134.0,-64.0,-283.0,513.0,372.0,345.0,163.0,33.0,220.0,219.0,121.0
1428439,ROKU,False,train,Dec 2018,410.0,8.0,-9.0,-1.0,332.0,95.0,3363.0,-9.0,-254.0,743.0,465.0,433.0,194.0,36.0,220.0,345.0,183.0
1428439,ROKU,False,train,Dec 2019,634.0,38.0,-59.0,-21.0,495.0,95.0,16054.0,-60.0,-314.0,1129.0,1470.0,926.0,358.0,50.0,772.0,560.0,333.0
1428439,ROKU,False,train,Dec 2020,970.0,65.0,-15.0,50.0,808.0,90.0,42500.0,-18.0,-332.0,1778.0,2271.0,1698.0,520.0,54.0,943.0,828.0,524.0
1441816,MDB,False,train,Jan 2017,30.0,4.0,-69.0,-66.0,85.0,217.0,1371.0,-70.0,-347.0,115.0,174.0,158.0,98.0,13.0,461.0,154.0,31.0
1441816,MDB,False,train,Jan 2018,43.0,4.0,-83.0,-79.0,123.0,217.0,1371.0,-84.0,-390.0,166.0,433.0,347.0,113.0,13.0,185.0,208.0,51.0
1441816,MDB,False,train,Jan 2019,74.0,6.0,-92.0,-86.0,193.0,217.0,5017.0,-99.0,-489.0,267.0,733.0,566.0,165.0,13.0,469.0,291.0,73.0
1441816,MDB,False,train,Jan 2020,125.0,20.0,-155.0,-135.0,296.0,911.0,9406.0,-176.0,-668.0,422.0,1329.0,1113.0,242.0,13.0,1246.0,444.0,86.0
1441816,MDB,False,train,Jan 2021,177.0,25.0,-207.0,-182.0,413.0,938.0,22509.0,-267.0,-935.0,590.0,1407.0,1142.0,355.0,13.0,1408.0,623.0,135.0
57131,LZB,False,train,Apr 2017,911.0,29.0,132.0,161.0,609.0,0.0,1352.0,86.0,285.0,1520.0,889.0,517.0,199.0,175.0,288.0,476.0,151.0
57131,LZB,False,train,Apr 2018,961.0,32.0,129.0,161.0,623.0,0.0,1347.0,81.0,292.0,1584.0,893.0,518.0,181.0,185.0,268.0,493.0,154.0
57131,LZB,False,train,Apr 2019,1043.0,31.0,97.0,128.0,703.0,0.0,1540.0,69.0,326.0,1745.0,1060.0,541.0,239.0,197.0,363.0,573.0,143.0
57131,LZB,False,train,Apr 2020,983.0,99.0,116.0,215.0,721.0,83.0,1075.0,77.0,344.0,1704.0,1435.0,626.0,350.0,182.0,719.0,576.0,99.0
57131,LZB,False,train,Apr 2021,994.0,99.0,147.0,246.0,740.0,83.0,2017.0,106.0,399.0,1734.0,1786.0,926.0,612.0,226.0,1004.0,604.0,139.0
36672,BKB,False,train,Dec 1994,693.0,210.0,180.0,244.0,255.0,42.0,4675.0,541.0,2020.0,2832.0,47397.0,198.0,159.0,35.0,43646.0,79.0,815.0
36672,BKB,False,train,Dec 1995,693.0,210.0,180.0,244.0,255.0,42.0,4675.0,541.0,2020.0,2832.0,47397.0,198.0,159.0,35.0,43646.0,79.0,815.0
36672,BKB,False,train,Dec 1996,693.0,150.0,180.0,244.0,255.0,42.0,4675.0,650.0,2925.0,3684.0,62306.0,198.0,159.0,35.0,57372.0,79.0,984.0
36672,BKB,False,train,Dec 1997,693.0,157.0,180.0,244.0,255.0,42.0,4675.0,879.0,3472.0,3992.0,69268.0,198.0,159.0,35.0,64658.0,79.0,1014.0
36672,BKB,False,train,Dec 1998,693.0,194.0,180.0,244.0,255.0,42.0,4675.0,792.0,3895.0,4559.0,73513.0,198.0,159.0,35.0,68696.0,79.0,899.0
311259,EFU,False,train,Dec 1995,26.0,65.0,131.0,195.0,1007.0,347.0,1693.0,61.0,378.0,1007.0,1422.0,400.0,234.0,61.0,994.0,886.0,97.0
311259,EFU,False,train,Dec 1996,26.0,65.0,131.0,195.0,1007.0,347.0,1693.0,61.0,378.0,1007.0,1422.0,400.0,234.0,61.0,994.0,886.0,97.0
311259,EFU,False,train,Dec 1997,26.0,68.0,111.0,179.0,970.0,342.0,1693.0,52.0,398.0,970.0,1434.0,412.0,215.0,57.0,985.0,864.0,109.0
311259,EFU,False,train,Dec 1998,26.0,76.0,114.0,189.0,935.0,386.0,1693.0,106.0,471.0,935.0,1518.0,380.0,178.0,56.0,972.0,835.0,105.0
311259,EFU,False,train,Dec 1999,26.0,81.0,130.0,212.0,979.0,515.0,1693.0,55.0,484.0,979.0,2020.0,324.0,287.0,75.0,1265.0,865.0,135.0
793952,HOG,False,train,Dec 2016,3600.0,210.0,1054.0,1263.0,2397.0,4667.0,10265.0,692.0,1338.0,5996.0,9890.0,3854.0,2863.0,500.0,7970.0,1350.0,2361.0
793952,HOG,False,train,Dec 2017,3453.0,222.0,895.0,1117.0,2195.0,4587.0,8552.0,522.0,1608.0,5647.0,9973.0,3885.0,3158.0,538.0,8128.0,1313.0,2436.0
793952,HOG,False,train,Dec 2018,3545.0,265.0,718.0,982.0,2172.0,4888.0,5448.0,531.0,2008.0,5717.0,10666.0,4484.0,3598.0,556.0,8892.0,1365.0,2521.0
793952,HOG,False,train,Dec 2019,3440.0,233.0,588.0,821.0,1922.0,5125.0,5670.0,424.0,2194.0,5362.0,10528.0,4203.0,3197.0,604.0,8724.0,1334.0,2532.0
793952,HOG,False,train,Dec 2020,2682.0,186.0,15.0,201.0,1372.0,5933.0,5613.0,1.0,1285.0,4054.0,12011.0,5845.0,3982.0,523.0,10288.0,1232.0,1653.0
793044,CKXE,False,train,Dec 2006,90.0,23.0,47.0,69.0,177.0,102.0,1945.0,12.0,-124.0,267.0,525.0,109.0,60.0,2.0,226.0,134.0,43.0
793044,CKXE,False,train,Dec 2007,90.0,23.0,47.0,69.0,177.0,102.0,1945.0,12.0,-124.0,267.0,525.0,109.0,60.0,2.0,226.0,134.0,43.0
793044,CKXE,False,train,Dec 2008,117.0,21.0,39.0,60.0,171.0,101.0,1945.0,19.0,-107.0,288.0,476.0,154.0,79.0,2.0,228.0,134.0,37.0
793044,CKXE,False,train,Dec 2009,159.0,19.0,44.0,64.0,170.0,101.0,1945.0,25.0,-84.0,328.0,500.0,155.0,78.0,2.0,208.0,126.0,52.0
793044,CKXE,False,train,Dec 2010,132.0,19.0,-12.0,7.0,142.0,0.0,1945.0,-14.0,-100.0,274.0,461.0,171.0,162.0,2.0,182.0,153.0,32.0
874716,IDXX,False,train,Dec 2016,800.0,78.0,354.0,432.0,975.0,593.0,10317.0,222.0,540.0,1775.0,1531.0,846.0,935.0,158.0,1639.0,625.0,232.0
874716,IDXX,False,train,Dec 2017,872.0,83.0,418.0,501.0,1097.0,606.0,13621.0,263.0,804.0,1969.0,1713.0,972.0,1005.0,164.0,1767.0,684.0,270.0
874716,IDXX,False,train,Dec 2018,972.0,83.0,492.0,576.0,1242.0,601.0,16016.0,377.0,1168.0,2213.0,1537.0,654.0,770.0,173.0,1547.0,750.0,273.0
874716,IDXX,False,train,Dec 2019,1041.0,88.0,553.0,641.0,1366.0,699.0,22319.0,428.0,1596.0,2407.0,1832.0,680.0,725.0,195.0,1655.0,813.0,307.0
874716,IDXX,False,train,Dec 2020,1136.0,96.0,695.0,791.0,1571.0,858.0,42713.0,582.0,2176.0,2707.0,2295.0,1063.0,583.0,210.0,1662.0,877.0,375.0
1632790,ENR,False,train,Sep 2017,944.0,50.0,326.0,377.0,811.0,979.0,2785.0,202.0,199.0,1756.0,1824.0,1020.0,582.0,317.0,1739.0,511.0,267.0
1632790,ENR,False,train,Sep 2018,967.0,45.0,274.0,319.0,831.0,2207.0,3496.0,94.0,177.0,1798.0,3179.0,1171.0,751.0,323.0,3154.0,569.0,261.0
1632790,ENR,False,train,Sep 2019,1491.0,93.0,299.0,392.0,1004.0,3462.0,3003.0,51.0,130.0,2495.0,5450.0,2037.0,1069.0,469.0,4906.0,719.0,387.0
1632790,ENR,False,train,Sep 2020,1663.0,112.0,263.0,375.0,1082.0,3307.0,2682.0,-93.0,-66.0,2745.0,5728.0,2211.0,1648.0,511.0,5419.0,722.0,359.0
1632790,ENR,False,train,Sep 2021,1860.0,119.0,316.0,435.0,1161.0,3333.0,2611.0,161.0,-5.0,3022.0,5008.0,1440.0,946.0,728.0,4652.0,743.0,359.0
810113,TUG,False,train,Dec 2001,359.4,19.0,18.0,37.0,129.0,63.0,666.1,10.0,36.0,129.0,212.0,27.0,19.0,3.0,142.0,112.0,12.0
810113,TUG,False,train,Dec 2002,359.4,19.0,18.0,37.0,129.0,63.0,666.1,10.0,36.0,129.0,212.0,27.0,19.0,3.0,142.0,112.0,12.0
810113,TUG,False,train,Dec 2003,359.4,21.0,20.0,41.0,138.0,58.0,666.1,19.0,51.0,138.0,221.0,28.0,21.0,3.0,135.0,123.0,9.0
810113,TUG,False,train,Dec 2004,359.4,22.0,15.0,37.0,150.0,59.0,666.1,10.0,57.0,150.0,232.0,37.0,23.0,4.0,139.0,135.0,17.0
810113,TUG,False,train,Dec 2005,359.4,23.0,31.0,54.0,181.0,55.0,666.1,20.0,73.0,181.0,332.0,94.0,32.0,5.0,138.0,154.0,23.0
72020,GAS,False,train,Dec 2006,1907.0,184.0,207.0,391.0,1270.0,423.0,397.0,135.0,796.0,3176.0,4271.0,1043.0,1296.0,154.0,3326.0,1063.0,642.0
72020,GAS,False,train,Dec 2007,1907.0,184.0,207.0,391.0,1270.0,423.0,397.0,135.0,796.0,3176.0,4271.0,1043.0,1296.0,154.0,3326.0,1063.0,642.0
72020,GAS,False,train,Dec 2008,2938.0,190.0,204.0,394.0,839.0,449.0,397.0,120.0,830.0,3777.0,4784.0,1339.0,1668.0,209.0,3811.0,654.0,690.0
72020,GAS,False,train,Dec 2009,1863.0,196.0,239.0,435.0,790.0,498.0,397.0,136.0,881.0,2652.0,4436.0,1003.0,1168.0,137.0,3398.0,569.0,492.0
72020,GAS,False,train,Dec 2010,1879.0,203.0,246.0,449.0,831.0,498.0,397.0,138.0,934.0,2710.0,4497.0,954.0,1074.0,164.0,3393.0,595.0,472.0
1571996,DELL,False,train,Jan 2017,48515.0,4938.0,-2743.0,2195.0,13649.0,43061.0,17673.0,-1167.0,-5609.0,62164.0,118206.0,30773.0,38135.0,2538.0,98966.0,16039.0,12642.0
1571996,DELL,False,train,Jan 2018,58503.0,8634.0,-2363.0,6271.0,20537.0,43998.0,17673.0,-2849.0,-6860.0,79040.0,124193.0,40328.0,45839.0,2678.0,106324.0,22953.0,15640.0
1571996,DELL,False,train,Jan 2019,65568.0,7746.0,127.0,7873.0,25053.0,49201.0,17673.0,-2310.0,-21349.0,90621.0,111820.0,36138.0,44972.0,3649.0,111566.0,25244.0,16769.0
1571996,DELL,False,train,Jan 2020,64176.0,6143.0,2283.0,8426.0,20639.0,44319.0,18380.0,4616.0,-16891.0,84815.0,118861.0,36868.0,52456.0,3281.0,115077.0,18273.0,17379.0
